sku,name,warehouse,stock,reorder,cost
PANTS-20133,Puffer Jacket - One Size,Regional Depot North,6773,233,$144.01
PANTS-43748,Hoodie - US 9,Regional Depot North,5881,173,$24.47
TSHIRT-14954,Cotton T-Shirt - Medium (M),South Fulfillment Center,4403,135,$112.63
SHOE-7825,Puffer Jacket - US 11,Surat Central Warehouse,9854,831,$13.10
JCKT-41447,Polo Shirt - Large (L),Surat Central Warehouse,7944,102,$80.76
SHOE-14560,Beanie Hat - US 10,South Fulfillment Center,6601,800,$59.50
JCKT-25435,Slim Fit Jeans - US 10,Surat Central Warehouse,758,598,$42.22
JCKT-20182,Beanie Hat - US 9,South Fulfillment Center,6687,632,$7.78
PANTS-69366,Cotton T-Shirt - US 10,Mumbai Hub,4576,764,$45.97
JCKT-65486,Cotton T-Shirt - Small (S),South Fulfillment Center,8048,348,$41.99
PANTS-82744,Athletic Shorts - One Size,Surat Central Warehouse,2293,912,$55.40
SHOE-54658,Socks - Small (S),Surat Central Warehouse,5882,156,$85.39
JCKT-39331,Socks - Medium (M),Regional Depot North,331,378,$124.00
SHOE-12088,Puffer Jacket - Medium (M),Regional Depot North,3048,53,$74.35
SHOE-5132,Sweater - US 10,Surat Central Warehouse,7619,322,$8.26
PANTS-70278,Polo Shirt - US 11,Delhi Distribution,349,540,$123.36
JCKT-51750,Socks - One Size,South Fulfillment Center,8886,842,$6.15
PANTS-15292,Athletic Shorts - Small (S),Delhi Distribution,480,60,$55.59
PANTS-20237,Athletic Shorts - One Size,Delhi Distribution,8776,343,$148.65
TSHIRT-9938,Hoodie - US 11,Mumbai Hub,3305,399,$135.43
JCKT-71900,Cotton T-Shirt - Medium (M),Delhi Distribution,6550,707,$140.04
SHOE-48279,Socks - Extra Large (XL),South Fulfillment Center,1400,758,$96.93
TSHIRT-83396,Sweater - One Size,Regional Depot North,1690,157,$123.74
JCKT-49219,Sweater - US 9,Mumbai Hub,1852,854,$146.97
SKU-AP-9145,Cotton T-Shirt - 34x32,Regional Depot North,7423,502,$80.93
PANTS-8319,Cotton T-Shirt - One Size,Surat Central Warehouse,9320,396,$70.52
PANTS-32551,Cotton T-Shirt - 32x32,Delhi Distribution,487,360,$106.93
TSHIRT-43617,Socks - US 10,South Fulfillment Center,4224,139,$104.35
SKU-AP-30215,Hoodie - 34x32,Delhi Distribution,6627,650,$49.59
TSHIRT-13641,Socks - US 9,Regional Depot North,3169,631,$132.17
JCKT-37206,Socks - One Size,Mumbai Hub,268,496,$16.61
PANTS-72588,Athletic Shorts - 34x32,Surat Central Warehouse,1521,886,$24.09
TSHIRT-78747,Hoodie - 32x32,Surat Central Warehouse,2208,388,$45.88
SHOE-20461,Beanie Hat - US 10,Surat Central Warehouse,1160,791,$53.68
SKU-AP-66978,Polo Shirt - 34x32,Delhi Distribution,8966,866,$99.90
SHOE-50819,Polo Shirt - One Size,Regional Depot North,3455,587,$19.11
JCKT-30451,Puffer Jacket - 32x32,Regional Depot North,2674,999,$83.64
JCKT-1263,Hoodie - 32x32,Regional Depot North,5335,518,$66.53
SKU-AP-99763,Sweater - US 10,Regional Depot North,3751,851,$89.89
SKU-AP-25707,Beanie Hat - US 11,South Fulfillment Center,1600,132,$33.76
TSHIRT-42948,Polo Shirt - Medium (M),Delhi Distribution,5675,557,$91.98
SHOE-44169,Cotton T-Shirt - Small (S),Mumbai Hub,3306,907,$28.69
SKU-AP-5766,Beanie Hat - 34x32,Surat Central Warehouse,7218,727,$69.51
PANTS-71995,Athletic Shorts - 34x32,Surat Central Warehouse,2125,461,$134.05
SKU-AP-38978,Athletic Shorts - US 11,Delhi Distribution,4265,508,$43.98
TSHIRT-35699,Beanie Hat - Extra Large (XL),Surat Central Warehouse,4220,369,$149.30
SKU-AP-29779,Running Sneakers - One Size,Surat Central Warehouse,5500,766,$62.30
PANTS-13336,Sweater - 34x32,Surat Central Warehouse,1594,880,$82.55
SKU-AP-32497,Socks - US 9,Regional Depot North,9353,156,$37.65
SKU-AP-77667,Slim Fit Jeans - Small (S),South Fulfillment Center,480,415,$101.51
SHOE-7808,Puffer Jacket - Extra Large (XL),Delhi Distribution,777,239,$106.26
JCKT-26769,Socks - Medium (M),South Fulfillment Center,5351,808,$109.33
TSHIRT-93212,Sweater - Small (S),Delhi Distribution,555,785,$54.99
TSHIRT-72135,Running Sneakers - One Size,Regional Depot North,5232,229,$41.09
TSHIRT-5623,Slim Fit Jeans - US 9,Regional Depot North,5436,92,$21.18
TSHIRT-63263,Polo Shirt - 32x32,South Fulfillment Center,6920,105,$87.48
TSHIRT-63619,Puffer Jacket - 32x32,Regional Depot North,6235,767,$120.55
PANTS-26907,Sweater - One Size,Surat Central Warehouse,6083,818,$26.73
TSHIRT-8420,Sweater - 32x32,Mumbai Hub,3760,680,$115.82
TSHIRT-1304,Beanie Hat - Medium (M),Mumbai Hub,1746,653,$110.02
TSHIRT-93396,Sweater - Medium (M),South Fulfillment Center,4305,273,$126.91
SHOE-34989,Puffer Jacket - Extra Large (XL),Mumbai Hub,3491,419,$97.31
TSHIRT-28853,Slim Fit Jeans - One Size,Regional Depot North,5848,580,$140.02
PANTS-47247,Cotton T-Shirt - Extra Large (XL),Surat Central Warehouse,5857,538,$28.49
SHOE-16647,Slim Fit Jeans - 32x32,Regional Depot North,2461,557,$33.13
TSHIRT-47134,Sweater - Large (L),Delhi Distribution,5886,892,$117.45
JCKT-38802,Cotton T-Shirt - One Size,South Fulfillment Center,2437,699,$84.39
PANTS-76647,Cotton T-Shirt - 34x32,Delhi Distribution,1679,158,$14.86
JCKT-26166,Cotton T-Shirt - US 11,South Fulfillment Center,8632,913,$47.24
JCKT-7017,Hoodie - Extra Large (XL),Delhi Distribution,6326,682,$144.19
SHOE-82307,Athletic Shorts - One Size,Mumbai Hub,5616,679,$124.97
JCKT-9509,Beanie Hat - One Size,Mumbai Hub,5042,855,$70.04
PANTS-65360,Beanie Hat - Extra Large (XL),South Fulfillment Center,1928,224,$73.43
SKU-AP-59622,Slim Fit Jeans - Medium (M),Surat Central Warehouse,8353,767,$102.20
SKU-AP-36151,Beanie Hat - Small (S),Surat Central Warehouse,9586,930,$141.90
TSHIRT-14802,Polo Shirt - Medium (M),Regional Depot North,3214,408,$146.59
SHOE-25510,Puffer Jacket - Medium (M),Regional Depot North,9602,893,$20.18
SKU-AP-84276,Sweater - US 11,Delhi Distribution,3641,466,$19.94
PANTS-43405,Sweater - One Size,Surat Central Warehouse,8127,65,$41.32
SHOE-18886,Sweater - Small (S),Delhi Distribution,9804,413,$15.90
SKU-AP-14975,Sweater - 32x32,Surat Central Warehouse,9691,620,$145.62
JCKT-83881,Socks - US 11,Surat Central Warehouse,7089,708,$3.79
TSHIRT-51755,Slim Fit Jeans - One Size,Regional Depot North,5694,577,$52.85
SKU-AP-60639,Slim Fit Jeans - 32x32,South Fulfillment Center,8907,163,$106.65
SKU-AP-75074,Puffer Jacket - One Size,Surat Central Warehouse,2987,798,$110.09
PANTS-60594,Slim Fit Jeans - Extra Large (XL),Regional Depot North,8172,535,$107.83
PANTS-40070,Hoodie - Small (S),South Fulfillment Center,1947,684,$8.61
JCKT-59946,Cotton T-Shirt - 32x32,Surat Central Warehouse,9298,754,$107.25
SKU-AP-82516,Slim Fit Jeans - US 11,Surat Central Warehouse,6653,369,$26.49
PANTS-81474,Running Sneakers - Large (L),South Fulfillment Center,1104,444,$64.09
TSHIRT-64644,Cotton T-Shirt - One Size,Mumbai Hub,5477,182,$79.33
PANTS-34263,Slim Fit Jeans - 32x32,Delhi Distribution,766,500,$17.76
PANTS-8392,Socks - One Size,Surat Central Warehouse,2071,705,$30.58
PANTS-18833,Beanie Hat - Medium (M),Regional Depot North,7286,980,$106.99
SHOE-53659,Sweater - One Size,Regional Depot North,6064,352,$101.58
JCKT-52340,Cotton T-Shirt - Extra Large (XL),Delhi Distribution,1708,925,$30.89
SHOE-35895,Hoodie - One Size,Delhi Distribution,2269,778,$75.27
JCKT-93870,Beanie Hat - 32x32,Mumbai Hub,2188,421,$5.06
SHOE-62932,Running Sneakers - US 9,Surat Central Warehouse,469,193,$125.03
SHOE-70540,Socks - US 10,South Fulfillment Center,9615,601,$97.56
SKU-AP-43656,Athletic Shorts - Extra Large (XL),Surat Central Warehouse,5452,77,$7.97
SKU-AP-68357,Running Sneakers - 32x32,Delhi Distribution,6335,608,$99.84
JCKT-96285,Socks - Medium (M),South Fulfillment Center,5269,937,$26.39
SKU-AP-92009,Athletic Shorts - 32x32,Surat Central Warehouse,5871,536,$88.89
SHOE-55538,Running Sneakers - One Size,Surat Central Warehouse,2497,103,$101.42
PANTS-72131,Hoodie - Small (S),Regional Depot North,9756,722,$109.33
JCKT-29696,Puffer Jacket - One Size,Regional Depot North,1372,974,$31.01
PANTS-64294,Polo Shirt - Large (L),Surat Central Warehouse,3936,396,$6.70
PANTS-53455,Socks - Extra Large (XL),Mumbai Hub,4001,119,$102.11
SKU-AP-15033,Hoodie - US 10,Surat Central Warehouse,1390,898,$72.36
SKU-AP-26010,Socks - 32x32,South Fulfillment Center,3338,78,$79.55
TSHIRT-81344,Hoodie - Medium (M),Regional Depot North,3522,603,$79.34
TSHIRT-11915,Cotton T-Shirt - US 10,Surat Central Warehouse,9785,724,$73.19
SKU-AP-96204,Slim Fit Jeans - US 9,Surat Central Warehouse,5861,433,$12.74
SKU-AP-40515,Athletic Shorts - One Size,Delhi Distribution,8322,659,$26.79
TSHIRT-37010,Slim Fit Jeans - Extra Large (XL),South Fulfillment Center,1706,551,$149.99
SHOE-55155,Slim Fit Jeans - Small (S),South Fulfillment Center,610,662,$92.26
SKU-AP-93719,Hoodie - Small (S),Surat Central Warehouse,2111,113,$96.83
SHOE-60559,Puffer Jacket - Medium (M),Surat Central Warehouse,9348,744,$76.02
SKU-AP-96877,Athletic Shorts - US 9,Surat Central Warehouse,4847,154,$16.17
TSHIRT-1791,Hoodie - 34x32,Mumbai Hub,1110,365,$5.48
SHOE-90520,Slim Fit Jeans - Extra Large (XL),Delhi Distribution,1920,753,$51.93
SKU-AP-45220,Hoodie - Medium (M),Regional Depot North,2248,125,$4.23
JCKT-2039,Hoodie - 32x32,Delhi Distribution,6188,829,$144.08
PANTS-56681,Cotton T-Shirt - One Size,South Fulfillment Center,2209,51,$104.97
SKU-AP-95406,Hoodie - US 9,South Fulfillment Center,8901,717,$59.01
PANTS-37089,Slim Fit Jeans - US 9,South Fulfillment Center,8645,476,$98.30
SHOE-60663,Sweater - Large (L),Regional Depot North,4438,905,$124.23
